Job_Description,JobType
Join our engineering team as a Data Engineer. We need someone experienced in SQL to handle configure and manage firewalls and provide IT support to end users. Experience with Active Directory and cybersecurity best practices is required.,Jobs – IT
Remote Web Developer position available. Must have hands-on experience with SQL and cloud services. You will manage cloud resources and costs and work with the engineering team.,Jobs – IT
Join our infrastructure team as a Machine Learning Engineer. We need someone experienced in AWS to handle maintain server infrastructure and automate deployment pipelines. Experience with networking and containerization is required.,Jobs – IT
"We need a IT Help Desk Technician to support our IT infrastructure. Tasks include implement security best practices, troubleshoot and resolve network issues, and ensuring uptime of Terraform systems. PMP preferred.",Jobs – IT
"InfraNet is looking for a IT Support Specialist. Key responsibilities: configure and manage firewalls, perform security audits. Required skills: Azure, TCP/IP, cybersecurity best practices. Competitive salary and benefits.",Jobs – IT
"Cybersecurity Analyst role: 7 years of experience with Docker required. Responsibilities include implement security best practices, design database schemas. Knowledge of bash scripting and load balancers is a strong plus.",Jobs – IT
"Seeking a QA Engineer to design, build and maintain Kubernetes systems. You will work closely with engineering teams on develop internal tools and dashboards. Must be proficient in CI/CD pipelines. Remote-friendly position.",Jobs – IT
"IT Help Desk Technician role: 2 years of experience with Kubernetes required. Responsibilities include conduct code reviews, configure and manage firewalls. Knowledge of MongoDB and containerization is a strong plus.",Jobs – IT
"Looking for a skilled Frontend Developer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with Ansible and Active Directory required.",Jobs – IT
Remote IT Help Desk Technician position available. Must have hands-on experience with React and REST APIs. You will collaborate with cross-functional teams and work with the cloud team.,Jobs – IT
"Data Engineer role: 2 years of experience with AWS required. Responsibilities include manage cloud resources and costs, manage cloud resources and costs. Knowledge of Windows Server and cybersecurity best practices is a strong plus.",Jobs – IT
"QA Engineer needed for a fast-growing tech company. Must have strong knowledge of Java, cloud services, and containerization. You will be responsible for provide IT support to end users, collaborate with cross-functional teams, and manage cloud resources and costs.",Jobs – IT
"Seeking a Site Reliability Engineer to design, build and maintain Docker systems. You will work closely with cloud teams on conduct code reviews. Must be proficient in CI/CD pipelines. Remote-friendly position.",Jobs – IT
We are hiring a DevOps Engineer to join our engineering team. The ideal candidate has 3 years of experience with .NET and Windows Server. Responsibilities include provide IT support to end users and troubleshoot and resolve network issues. CompTIA Security+ certification is a plus.,Jobs – IT
"Apex Software is looking for a Database Administrator. Key responsibilities: automate deployment pipelines, perform security audits. Required skills: AWS, TCP/IP, microservices. Competitive salary and benefits.",Jobs – IT
Join our engineering team as a Frontend Developer. We need someone experienced in Docker to handle collaborate with cross-functional teams and develop internal tools and dashboards. Experience with VMware and monitoring tools is required.,Jobs – IT
"Looking for a skilled QA Engineer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with Node.js and cloud services required.",Jobs – IT
Remote Cloud Engineer position available. Must have hands-on experience with AWS and bash scripting. You will monitor system performance and uptime and work with the data team.,Jobs – IT
"Looking for a skilled Cloud Engineer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with Docker and Windows Server required.",Jobs – IT
Join our engineering team as a IT Help Desk Technician. We need someone experienced in .NET to handle develop and deploy web applications and provide IT support to end users. Experience with VMware and monitoring tools is required.,Jobs – IT
"Looking for a skilled Site Reliability Engineer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with firewalls and networking required.",Jobs – IT
"Cybersecurity Analyst needed for a fast-growing tech company. Must have strong knowledge of networking protocols, VMware, and cybersecurity best practices. You will be responsible for automate deployment pipelines, perform security audits, and develop and deploy web applications.",Jobs – IT
"Machine Learning Engineer needed for a fast-growing tech company. Must have strong knowledge of Java, REST APIs, and monitoring tools. You will be responsible for develop and deploy web applications, manage cloud resources and costs, and develop and deploy web applications.",Jobs – IT
